question_image,correct_answer,explanation
https://www.indiabix.com/_files/images/puzzles/10-12-q-16.png,Jack of SpadeS,"There are 2 sequences in the grid - one determining the value of the card, and one determining the suit of the card. Starting on the top left and moving right, then down one row and to the left, then down the final row and to the right, cards are arranged in order, with their value increasing by 4 each time. To calculate the suit of each card, start on the top left and move down, then right one row and move up etc. cards are arranged in the order Hearts, Clubs, Diamonds, Spades."
https://www.indiabix.com/_files/images/puzzles/10-9-q-16.png,7 (any suit),"Taking the value of Aces as 1 and all court cards as 10, In each column of the diagram, the value of the sum of the 3 cards is always 21."
https://www.indiabix.com/_files/images/puzzles/10-6-q-16.png,King of Clubs,"Start at the top left of the diagram and move to the right, then down one row and to the left etc. in a snakes and ladders pattern. The value of each card increases by 5 each time, with their suit following the sequence of hearts, clubs, diamonds and spades."
https://www.indiabix.com/_files/images/puzzles/10-13-q-2.png,11:01,"Taking the hour and minute values on each watch separately, as you move to the right the hour value increases by 1, 2, 3 and 4, and the minute value decreases by 11, 22, 33 and 44."
https://www.indiabix.com/_files/images/puzzles/10-13-q-16.png,Minute hand pointing to 6,"Starting with the top clockface and moving clockwise around the others, the hour hand moves forward by 1 hour, then 2, then 3, while the minute hand moves forward 10 minutes, then 20, then 30."
https://www.indiabix.com/_files/images/puzzles/10-1-q-2.png,5:19,"Starting with the watch on the left, add 42 minutes to the time shown to give the time on the next watch to the right."
https://www.indiabix.com/_files/images/puzzles/10-1-q-16.png,Hand pointing to 5,"Starting with the top clock and moving anti-clockwise around the others, the hour hand moves back 1 hour, then 2, then 3 etc, while the minute hand moves forward 10 minutes each time."
https://www.indiabix.com/_files/images/puzzles/10-17-q-16.png,To the 4,"Starting with the top clockface and moving clockwise around the others, the minute hand points to the value 3 less than that pointed to by the hour hand. Repeat for the other clockfaces, subtracting 4, 5 and 6 from the hour hand values."
https://www.indiabix.com/_files/images/puzzles/10-18-q-19.png,To the 5,"Start with the top left clockface and move clockwise around the others. The sum of the numbers pointed to by the hour and minute hand follows the sequence 3, 6, 9, 12 and 15."
https://www.indiabix.com/_files/images/puzzles/10-3-q-16.png,9 of Clubs,"Taking red cards as positive values and black cards as negative values, in each column of the diagram, the lower card value equals the sum of the two upper card values. The suits are used  alternately in each column."
