question_image,correct_answer,explanation
https://www.indiabix.com/_files/images/puzzles/10-4-q-8.png,H,"In each row of the diagram, the numerical values of the letters add up to 26."
https://www.indiabix.com/_files/images/puzzles/10-4-q-11.png,X,"In each circle, start with the top left segment, and move clockwise around the other segments. The value of each letter increases by 5 for the first circle, 6 for the next, then 7, 8 and 9."
https://www.indiabix.com/_files/images/puzzles/10-4-q-13.png,A,"Converting each letter to its numerical value, the diagram represents a  subtraction sum: 247 - 54 = 193."
https://www.indiabix.com/_files/images/puzzles/10-4-q-15.png,T,"Starting on the top left, and moving in an anti-clockwise spiral towards the  centre, letters advance through the alphabet by 3 letters at a time."
https://www.indiabix.com/_files/images/puzzles/10-4-q-17.png,W,"Looking at the diagram in columns, letters in the first column are written with 2 straight lines, in the second column they contain 3 straight lines, and letters in the right hand column are written with 4 straight lines."
https://www.indiabix.com/_files/images/puzzles/10-4-q-20.png,C,"If you convert each letter to its numerical value, and read pairs of numbers as  2 digit values, the values follow the sequence of multiples of 7."
https://www.indiabix.com/_files/images/puzzles/10-4-q-23.png,G,"Following lines of circles across all 3 diagrams, letters in the top line follow the alphabetic sequence, in steps of 4 letters at a time. Letters in the central line advance 5 letters, and in the bottom line, 6 letters."
https://www.indiabix.com/_files/images/puzzles/10-4-q-25.png,F,"Moving from left to right, letters move though the alphabet in sequence, skipping 12 letters, then 11, 10, 9, 8 etc."
https://www.indiabix.com/_files/images/puzzles/10-4-q-27.png,D,The numerical values of the letters in each circle add up to 20.
https://www.indiabix.com/_files/images/puzzles/10-4-q-30.png,S,"Taking the numerical value of each letter, they follow the sequence of Prime Numbers."
https://www.indiabix.com/_files/images/puzzles/10-5-q-3.png,N,"Starting with the A on the left hand side, move around the shape in a clockwise spiral towards the centre. Letters advance through the alphabet in steps of 4, 5 then 6, repeating this pattern all the way around."
https://www.indiabix.com/_files/images/puzzles/10-5-q-5.png,G,"Starting with A and C, as you move clockwise, the numerical value of the next letter equals the sum of the preceding two letters."
https://www.indiabix.com/_files/images/puzzles/10-5-q-6.png,O,"As you move down, letters appear in alphabetical order, skipping those letters only written with straight lines."
https://www.indiabix.com/_files/images/puzzles/10-5-q-9.png,W,"Starting at the top left, and moving to the right, then down one row and to the left etc. in a snakes and ladders pattern, letters advance through the alphabet by 5 steps, then back 2, repeating this pattern for the rest of the diagram."
https://www.indiabix.com/_files/images/puzzles/10-5-q-10.png,S,"Taking pairs of letters in the inner and outer segments of each eighth of the diagram, the numerical values always add up to 20."
https://www.indiabix.com/_files/images/puzzles/10-5-q-13.png,K,"Working in columns, add together the numerical values of the first and second letters, and put the letter with the reverse alphabetical value of this sum in the bottom space."
https://www.indiabix.com/_files/images/puzzles/10-5-q-14.png,S,"Starting with the G, move clockwise around the circle, in steps of 3 letters, then 4, 5, 6 and 7."
https://www.indiabix.com/_files/images/puzzles/10-5-q-18.png,I,"As you move down, letters are written in alphabetical order, skipping any letters written with curved lines."
https://www.indiabix.com/_files/images/puzzles/10-5-q-19.png,F,"Starting with the top segment of the top left square and moving clockwise around the other 3 squares, letters move through the alphabet in steps of 2, with the positions moving one place clockwise each time. Letters in the next segment of the top left square follow the same pattern, in steps of 3 letters etc."
https://www.indiabix.com/_files/images/puzzles/10-5-q-22.png,D,"Starting with the bottom right letter and moving in a clockwise spiral around the diagram towards the centre, letters advance through the alphabet six letters at a time."
https://www.indiabix.com/_files/images/puzzles/10-5-q-25.png,C,"Converting each letter to its numerical value, and reading pairs of circles as 2 digit numbers, arranged in two vertical columns, numbers follow the sequence of multiples of 7, starting with 14 and ending with 63."
https://www.indiabix.com/_files/images/puzzles/10-6-q-1.png,M,"The 4 diagrams as a whole contain 2 sequences of letters. The first starts at the top of the top left hand diamond, and goes vertically downwards, then up to the top of the top right hand diamond and down again. Letters in this sequence are written in alphabetical order, in steps of 4 letters at a time. The second sequence starts on the left hand segment of the upper left diamond and moves in horizontal lines from left to right, top row then bottom row, with the letters written in alphabetical order in steps of 5 letters at a time."
https://www.indiabix.com/_files/images/puzzles/10-6-q-2.png,L,"Moving down the first column, up the second, down the third etc. letters increase by 7 in each alternate circles."
https://www.indiabix.com/_files/images/puzzles/10-6-q-4.png,Q,"Converting all letters to their numerical values, the middle section of each row of the diagram contains a list of letters which are common multiples of a number, given by the value of the letter in the right hand box. One letter in each row does not follow this sequence, and is put in the left hand box."
https://www.indiabix.com/_files/images/puzzles/10-6-q-5.png,S,"Join pairs of letters at opposite sides of the diagram, with lines which run through the centre. The sum of the numerical values of the pairs of letters is always 25."
https://www.indiabix.com/_files/images/puzzles/10-6-q-7.png,N,"In each star, start at the bottom and move anti-clockwise around the points. Letters follow the alphabetic sequence, in steps of 8 letters, for the left hand circle, 9 for the central one and 10 for the right hand circle."
https://www.indiabix.com/_files/images/puzzles/10-6-q-10.png,P,"Start at the top of the left hand triangle and move in horizontal lines, from left to right, across all the triangles at once, top to bottom. Letters are written in sequence, skipping 2 letters, then 3, then 4, before repeating this sequence."
https://www.indiabix.com/_files/images/puzzles/10-6-q-14.png,N,"Working in columns from top to bottom, left to right, letters are written in alpha- betic sequence, in steps of 3 letters, then 4, then 5 etc."
https://www.indiabix.com/_files/images/puzzles/10-6-q-15.png,I,"Starting with the letters in the top left square, and moving around the other squares in a clockwise spiral towards the centre, letters advance through the alphabet in steps of 4 letters at a time, with the relative positions of each letter moving 1/4 turn clockwise at each step."
https://www.indiabix.com/_files/images/puzzles/10-6-q-17.png,B,"Start with the top left square and move clockwise around the others. The sum of the numerical values of the letters in each square follows the sequence 20, 25, 30 and 35."
https://www.indiabix.com/_files/images/puzzles/10-6-q-27.png,S,"Start with the top left circle, and move in horizontal lines from left to right, top to bottom, across all 4 shapes. Letters are written in alphabetical order, in steps of 5 letters at a time."
https://www.indiabix.com/_files/images/puzzles/10-6-q-28.png,H,"Start at the top left segment of the left hand circle and move clockwise, then to the middle circle and move anti-clock- wise, and finally to the right hand circle and move clockwise again. Letters are written in alphabetical order, in steps of 4 letters at a time."
https://www.indiabix.com/_files/images/puzzles/10-6-q-29.png,V,"Starting with the upper left hand box of the left hand diagram, and moving to the right, letters follow the alphabetical order, 5 letters at a time. A second sequence starts from the middle of this row and goes down, with letters following the alphabetic order, 6 letters at a time. Repeat this pattern for the other diagrams, using steps of 6 and 7 letters, 7 and 8 letters, and 8 and 9 letters."
https://www.indiabix.com/_files/images/puzzles/10-7-q-5.png,N,"Starting with B and moving clockwise, letters advance through the alphabet in steps of 2, then 4, 6, 8 and 10."
https://www.indiabix.com/_files/images/puzzles/10-7-q-9.png,I,"Convert each letter into its numerical value, and read each row as a 3 digit number. Rows follow the sequence of Square Numbers from 15 to 17."
https://www.indiabix.com/_files/images/puzzles/10-7-q-10.png,W,"Starting with the top left outer segment and moving clockwise, letters advance through the alphabet in steps of 4, then 5, 6, 7 etc. The letters in the inner segments follow the same pattern, but move anti-clockwise."
https://www.indiabix.com/_files/images/puzzles/10-7-q-13.png,G,"Starting at the top left and working anti-clockwise towards the centre in a spiral, letters advance through the alphabet in steps of 8 at a time."
https://www.indiabix.com/_files/images/puzzles/10-7-q-14.png,F,"Taking pairs of letters in adjacent segments, their numerical values always add up to 10."
https://www.indiabix.com/_files/images/puzzles/10-7-q-17.png,V,Each hexagon is filled with the letter of the alphabet you find one place after the vowels.
https://www.indiabix.com/_files/images/puzzles/10-7-q-18.png,J,Adding 1 to the numerical values of each letter gives the sequence of Prime Numbers.
https://www.indiabix.com/_files/images/puzzles/10-7-q-24.png,F,"Starting with the B on the lower right of the triangle, and following the diagram round in a clockwise direction, letters move through the alphabet in steps of 5."
https://www.indiabix.com/_files/images/puzzles/10-7-q-25.png,A,"In each column of the diagram, the sum of the numerical values of the letters is always 25."
https://www.indiabix.com/_files/images/puzzles/10-7-q-26.png,W,"In each group of 3 squares, starting on the upper left and moving clockwise around the other 2 squares, letters follow the alphabetic sequence in steps of 6 for the left hand diagram, 7 for the upper middle, 8 for the right hand diagram and 9 for the lower one."
https://www.indiabix.com/_files/images/puzzles/10-8-q-2.png,K,"Add 6 to the numerical value of each of the larger letters, and write the letter with this value in the smaller square diagonally opposite."
https://www.indiabix.com/_files/images/puzzles/10-8-q-4.png,D,"Converting each letter to its numerical value and reading each line as a 2 digit number, the numbers follow the sequence of multiples of 6, from 36 to 54."
https://www.indiabix.com/_files/images/puzzles/10-8-q-5.png,O,"Starting with the left hand circle in the top row, add 4 to the numerical value of each letter and write the letter with this value in the corresponding segment of the lower left circle. Continue this pattern, adding 5 to the letter values in the central circle, and 6 in the right hand circle."
https://www.indiabix.com/_files/images/puzzles/10-8-q-6.png,A,"Start at the top left of the diagram, and work down the left hand column, then along one space to the right and up the next column, in a snakes and ladders pattern, write the following repeated sequence of letters: A C P R F D U"
https://www.indiabix.com/_files/images/puzzles/10-8-q-8.png,C,"Convert each letter to it’s numerical value, and read horizontal lines as 2 or 3 digit numbers. Add the top 3 digit number to the 2 digit number below to give 200, repeat this pattern for the 3 and 2 digit numbers underneath."
https://www.indiabix.com/_files/images/puzzles/10-8-q-13.png,Z,"Starting at the top left of the diagram, and moving around it in a Z shape, letters follow the alphabetic sequence, in steps of 6 letters at a time."
https://www.indiabix.com/_files/images/puzzles/10-8-q-15.png,T,"Working in rows, the numerical value of the letter in the right hand column equals the sum of the numerical values of the letters in the left and central columns."
https://www.indiabix.com/_files/images/puzzles/10-8-q-16.png,T,"Starting with the top left segment of each circle, and moving clockwise, letters follow the alphabetic sequence, in steps of 3 letters for the top circle, 4 letters for the left hand circle, and 5 letters for the bottom circle."
https://www.indiabix.com/_files/images/puzzles/10-8-q-19.png,L,"In each circle, the numerical value of the letter in the lower left quarter equals the sum of the numerical values of the upper 2 letters, and the numerical value of the letter in the lower right quarter equals the difference between the numerical values of the upper 2 letters."
https://www.indiabix.com/_files/images/puzzles/10-8-q-21.png,E,"Start at the top of the diagram, and work through each row from left to right. Letters move through the alphabet, In steps of 3 letters, then 4, 5 and 6, repeating this sequence"
https://www.indiabix.com/_files/images/puzzles/10-8-q-23.png,P,"In each diagram, starting on the top left and moving clockwise in a spiral towards the centre, letters increase in value by 3 for the left hand diagram, 4 for the middle, and 5 for the right hand diagram."
https://www.indiabix.com/_files/images/puzzles/10-8-q-25.png,V,"Starting with the B in the top left, and moving left to right across the diagram in horizontal lines, letters advance through the alphabet in steps of 6 letters at a time."
https://www.indiabix.com/_files/images/puzzles/10-8-q-28.png,1,"Start at the top left and move down, then along one space to the right and up the next column, in a snakes and ladders pattern. Letters are written in alternate squares, in steps of 2 letters at a time."
https://www.indiabix.com/_files/images/puzzles/10-9-q-1.png,K,"In each square, start with the left hand segment, and move clockwise around the others. Letters are written in alphabetical order in steps of 10 for the top left square, 11 for the top right, 12 for the lower left and 13 for the lower right."
https://www.indiabix.com/_files/images/puzzles/10-9-q-4.png,J,"Start on the top left of the diagram and work from top to bottom in columns, from left to right. Letters are written in alphabetic order, in a repeated sequence of steps of 5, 6 and 7."
https://www.indiabix.com/_files/images/puzzles/10-9-q-7.png,Q,"Treat each star as 2 intersecting triangles, and start on the top or the left of each triangle in each star and move clockwise around it. Letters are written in alphabetical order in steps of 6 for the left hand star, 7 for the central one and 8 for the right hand star."
https://www.indiabix.com/_files/images/puzzles/10-9-q-13.png,F,"Two sequences are used in these five grids, both only using the lines containing three letters. Firstly, move along the horizontal lines from top left to bottom right in steps of four, starting with the A. Secondly, move down the vertical lines in steps of six, starting with the E. Whenever two numbers cross add the numerical values together and put the solution in the middle of each cross."
https://www.indiabix.com/_files/images/puzzles/10-9-q-17.png,K,"Start with the top left hand segment of the top left hand square, and move around the other squares in a clockwise direction. Letters are written in sequence in steps of 5 letters at a time for the top left segment, 6 letters for the top right, 7 for the bottom right and 8 for the bottom left. The relative positions of the letters in each sequence move 1 segment clockwise at every step."
https://www.indiabix.com/_files/images/puzzles/10-9-q-18.png,S,"Split the diagram into 3 rows, each 2 boxes high. In the top double row, letters are written in sequence, from left to right, alternating between the upper and lower row, in steps of 6 letters at a time. The middle row follows the same sequence, in steps of 7 letters at a time, as does the bottom row, in steps of 8 letters."
https://www.indiabix.com/_files/images/puzzles/10-9-q-20.png,B,"In each row, the value in the centre equals the difference between the sum of the numerical values of the pair of letters to the left and the pair of letters to the right."
https://www.indiabix.com/_files/images/puzzles/10-9-q-22.png,K,The sum of the letters in the three adjacent circles on each side of the diagram is always 30.
https://www.indiabix.com/_files/images/puzzles/10-9-q-23.png,D,"The diagram contains 3 sets of 4 letters - one set of outer corner letters, one set of inner corner letters, and one set of letters on each side of the square. The numerical values of the letters in each set add up to 40."
https://www.indiabix.com/_files/images/puzzles/10-9-q-25.png,D,"Start with the C at the centre of the diagram and follow 2 sequences of letters, both clockwise from the C, one around the upper half of the diagram, and one around the lower half. Letters in the upper half advance through the alphabet in steps of 7 letters at a time, and letters in the lower half advance in steps of 9."
https://www.indiabix.com/_files/images/puzzles/10-9-q-27.png,X,"In each diagram, the central letter falls midway between the left and right hand letters, and the top and bottom letters."
https://www.indiabix.com/_files/images/puzzles/10-9-q-29.png,I,"Start on the upper left of each diagram, and move to the right, then down the last 2 boxes in the centre. Letters are written in alphabetical order, in steps of 5 for the left hand diagram, 6 for the next, then 7, then 8."
https://www.indiabix.com/_files/images/puzzles/10-10-q-1.png,K,"Split the circle into 4 quarters, horizontally and vertically, with 2 segments each. Starting with the top left segment, the sum of the numerical values of the letters in the 2 segments equals 15. The sum of the next pair of segments clockwise equals 16, then 17, then 18."
https://www.indiabix.com/_files/images/puzzles/10-10-q-4.png,Q,"Taking each pair of letters in each row, the numerical value of one letter equals the inverse numerical value of the other letter."
https://www.indiabix.com/_files/images/puzzles/10-10-q-6.png,H,"Start on the top left of the diagram, and move clockwise in a spiral towards the centre. Letters advance through the alphabet in steps of 5."
https://www.indiabix.com/_files/images/puzzles/10-10-q-7.png,I,"Start at the top left, and work through the diagram in a Z shape, letters move through the alphabet in steps of 6, then 7, then 8 etc."
https://www.indiabix.com/_files/images/puzzles/10-10-q-15.png,O,"Start on the top left and move down, then right one space and up etc in a snakes and ladders pattern. Letters advance through the alphabet in steps of 5."
https://www.indiabix.com/_files/images/puzzles/10-10-q-16.png,U,"Start with the letters in the left hand circle. Subtract 3 from the numerical values of each letter, and put the letter with this value in the corresponding segments of the upper circle. Repeat this pattern, adding 3 to the numerical values of the letters, and putting the results in corresponding segments of the lower circle."
https://www.indiabix.com/_files/images/puzzles/10-10-q-17.png,N,"Moving from left to right, top to bottom letters follow alphabetical order, skipping any letters written with curved lines."
https://www.indiabix.com/_files/images/puzzles/10-10-q-18.png,S,"Working from top to bottom, the numerical values of the letters follow the sequence of Prime Numbers, adding 1, then 2, then 3 etc."
https://www.indiabix.com/_files/images/puzzles/10-10-q-21.png,L,"Start at the top of the diagram and work in rows, from left to right, top to bottom. Letters move through the alphabet in steps of 4, 5, 6, 7, 8, 9 and 10, before repeating this sequence."
https://www.indiabix.com/_files/images/puzzles/10-10-q-24.png,X,"Starting with the top letter in each star, and moving clockwise around the others, letters advance through the alphabet in steps of 8 for the left hand star, 9 for the central star, and 10 for the right hand star."
https://www.indiabix.com/_files/images/puzzles/10-10-q-25.png,V,"Working from left to right, following the zig-zag pattern of the line, letters move through the alphabet skipping 15 letters, then 14, then 13 etc."
https://www.indiabix.com/_files/images/puzzles/10-10-q-28.png,2,"Split the diagram horizontally and vertically into 4 quarters. A sequence of letters is written in each quarter, following the alphabetic order, 3 letters at a time, starting with the upper left quarter. Add 2 to the values of each letter to give the letters in the next quarter clockwise, then 3, then 4."
https://www.indiabix.com/_files/images/puzzles/10-11-q-3.png,F,"Working in rows, from top to bottom, the sum of the numerical values of the letters in each row starts at 12, and increases by 2 as you go down each row."
https://www.indiabix.com/_files/images/puzzles/10-11-q-5.png,G,The numerical values of the letters in opposite segments of the circle add up to 16 each time.
https://www.indiabix.com/_files/images/puzzles/10-11-q-6.png,H,"Working from top to bottom, letters are written in pairs. Take the 2 digit numerical value of the first letter and add the 2 digits together. Write the letter with this numerical value in the next space down. Continue in this way down the line."
https://www.indiabix.com/_files/images/puzzles/10-11-q-8.png,T,"Starting in the bottom left corner of the diagram, and moving clockwise, letters follow in alphabetic order, skipping 1 letter, then 2, then 3 etc."
https://www.indiabix.com/_files/images/puzzles/10-11-q-10.png,V,"Starting with the top left outer segment and moving clockwise, alternating between the inner and outer segments, letters advance through the alphabet 5 letters at a time. Starting with the top left inner segment, follow the same pattern, using every sixth letter."
https://www.indiabix.com/_files/images/puzzles/10-11-q-14.png,L,"Starting with the A in the top left segment of the circle, and moving clockwise, letters follow a modified alphabetic sequence. To make the sequence, write the alphabet, removing all letters written with any curved lines, then take alternate letters from this sequence."
https://www.indiabix.com/_files/images/puzzles/10-11-q-17.png,Y,"From left to right, the numerical value of the letters represents the sequence of multiples of 5, from 5 to 25."
https://www.indiabix.com/_files/images/puzzles/10-11-q-18.png,M,"Working downwards, add the numerical values of the first two letters together, and put the letter with this value in the next box down. Continue in this way down the diagram."
https://www.indiabix.com/_files/images/puzzles/10-11-q-21.png,D,"Starting at the top left and moving in a Z shape around the diagram, the numerical value of the letters increases by 6, then 7, then 8 etc."
https://www.indiabix.com/_files/images/puzzles/10-11-q-25.png,O,"Working in rows, from left to right, in the top row add 3 to the numerical value of the first letter to give the next one along, then 4, then 5. In the next row, add 5 to the first letter, then 6, then 7. In the third row, start by adding 7, then 8, then 9, and in the bottom row, add 9, then 10, then 11."
https://www.indiabix.com/_files/images/puzzles/10-11-q-26.png,O,"In each group of 3 boxes, the numerical value in the lower box equals the average of the numerical values of the letters in the top 2 boxes."
https://www.indiabix.com/_files/images/puzzles/10-11-q-28.png,Y,"Split the diagram into equal quarters of 3x3 squares. In each quarter, move around the spaces in a clockwise spiral towards the centre, starting on the top left. Letters follow the alphabetic sequence, In steps of 2 letters, then 3, then 4 etc."
https://www.indiabix.com/_files/images/puzzles/10-11-q-29.png,1:Q 2:D,"The first oval contains letters with even numerical values, and the second oval contains letters with odd numerical values."
https://www.indiabix.com/_files/images/puzzles/10-12-q-1.png,B,"In each square, the sum of the numerical values of the top and bottom letters equals the sum of the left and right hand letters."
https://www.indiabix.com/_files/images/puzzles/10-12-q-3.png,F,"Add together the numerical values of the letters which appear in the outer segments, and put the letter with this value in the inner segment, one place clockwise."
https://www.indiabix.com/_files/images/puzzles/10-12-q-5.png,Y,"Start on the left hand of the diagram, and move clockwise. Letters are written in alphabetical order, in steps of 10 letters at a time."
https://www.indiabix.com/_files/images/puzzles/10-12-q-10.png,X,"In each triangular shape, start on the extreme left and move in a clockwise spiral towards the centre. Letters are written in alphabetical order, in steps of 6 letters for the left hand shape, 7 letters for the centre, and 8 letters for the right hand shape."
https://www.indiabix.com/_files/images/puzzles/10-12-q-12.png,B,"Start on the left of the diagram, and work in columns, top to bottom, from left to right. Letters are written in sequence, in steps of 2, then 4, then 6, then 8, before repeating this pattern."
https://www.indiabix.com/_files/images/puzzles/10-12-q-17.png,Y,"Work in rows, across the 4 squares as a whole. Start at the top left and move to the right, then down one row and to the left etc in a snakes and ladders pattern. Letters advance through the alphabet in steps of 5 letters at a time."
https://www.indiabix.com/_files/images/puzzles/10-12-q-20.png,W,"In each row, take the reverse alphabetical value of the left hand letter and the alphabetical value of the right hand letter and calculate the difference, putting this result in the central square."
https://www.indiabix.com/_files/images/puzzles/10-12-q-22.png,F,"Taking pairs of letters at opposite sides of the diagram, the sum of their numerical values equals 21 each time."
https://www.indiabix.com/_files/images/puzzles/10-12-q-23.png,T,"Start at the top left, and move clockwise around the square. Letters follow the alphabetical order, skipping 4 letters, then 5, 6, 7, 8, 9 and 10, before repeating this sequence."
https://www.indiabix.com/_files/images/puzzles/10-12-q-25.png,O,"Start at the centre letter, and move around the upper triangle in a clockwise direction. Letters follow the alphabetical order in steps of 9 letters at a time. Repeat the same pattern, moving clockwise around the lower triangle, with the letters written in steps of 7 letters at a time."
https://www.indiabix.com/_files/images/puzzles/10-12-q-28.png,J,"Start on the upper left hand segment of the left hand circle and move anti-clockwise around it. Then move to the upper left of the central circle and move clockwise, then on to the right hand circle, and again move anti-clockwise. Letters are written in sequence along this path, skipping 3 letters, then 4, 5 and 6, before repeating this sequence."
https://www.indiabix.com/_files/images/puzzles/10-13-q-4.png,V,"Starting with the top left triangle, and moving clockwise around the other 2, letters advance through the alphabet in steps of 4, 5 and 6, with their relative positions moving 1 place clockwise around each triangle."
https://www.indiabix.com/_files/images/puzzles/10-13-q-6.png,M,"As you move down the line of letters, alphabetical values increase by 7, then 4, then 7 etc."
https://www.indiabix.com/_files/images/puzzles/10-13-q-9.png,D,"Starting on the top left, and moving to the right, then down one row and to the left etc. in a snakes and ladders pattern, letters advance through the alphabet in steps of 5, then 2, then 5 etc."
https://www.indiabix.com/_files/images/puzzles/10-13-q-10.png,N,"Take pairs of letters, one from an outer segment and one from the inner segment in the opposite position. The sum of the numerical values of these letters is always 20."
https://www.indiabix.com/_files/images/puzzles/10-13-q-13.png,C,"In each row, the numerical value of the central letter equals the sum of the numerical values of the left and right hand letters."
https://www.indiabix.com/_files/images/puzzles/10-13-q-14.png,B,"Starting with the top left segment and moving clockwise, letters advance through the alphabet in steps of 4, then 5, then 6 etc."
https://www.indiabix.com/_files/images/puzzles/10-13-q-18.png,J,"Working from top to bottom, letters appear in alphabetical order, skipping any letters written with only straight lines."
https://www.indiabix.com/_files/images/puzzles/10-13-q-19.png,Q,"Starting with the top left square, and moving clockwise around the other squares, the numerical values of each letter increase by 2, with their relative positions in each square rotating 1 place clockwise at each turn."
